province,district,palika,final_latitude,final_longitude,final_coordinate_source,final_coordinate_quality,local_unit_source_name,local_unit_source_district,local_unit_source_province,local_unit_match_method,final_review_note
Koshi,Sunsari,Ramdhuni Municipality,26.68725332,87.18311322,local_unit_shapefile_centroid,local_unit_confirmed,Ramdhuni,SUNSARI,Koshi,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Koshi,Taplejung,Aatharai Tribeni Rural Municipality,27.30924077,87.62191989,local_unit_shapefile_centroid,local_unit_review_variant,Aathrai Tribeni,TAPLEJUNG,Koshi,local_unit_fuzzy_same_district,Resolved using local_unit shapefile centroid; UNFPA name retained; source name/renaming variant should be reviewed.
Koshi,Taplejung,Maiwakhola Rural Municipality,27.37332356,87.51581937,local_unit_shapefile_centroid,local_unit_confirmed,Maiwakhola,TAPLEJUNG,Koshi,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Koshi,Taplejung,Meringden Rural Municipality,27.46514496,87.54755539,local_unit_shapefile_centroid,local_unit_confirmed,Meringden,TAPLEJUNG,Koshi,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Koshi,Taplejung,Mikwakhola Rural Municipality,27.58324003,87.63036582,local_unit_shapefile_centroid,local_unit_confirmed,Mikwakhola,TAPLEJUNG,Koshi,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Koshi,Taplejung,Phaktanlung Rural Municipality,27.70270466,87.89971822,local_unit_shapefile_centroid,local_unit_review_variant,Phaktanglung,TAPLEJUNG,Koshi,local_unit_fuzzy_same_district,Resolved using local_unit shapefile centroid; UNFPA name retained; source name/renaming variant should be reviewed.
Koshi,Taplejung,Phungling Municipality,27.38064043,87.71461024,local_unit_shapefile_centroid,local_unit_confirmed,Phungling,TAPLEJUNG,Koshi,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Koshi,Taplejung,Sidingba Rural Municipality,27.35195351,87.94435116,local_unit_shapefile_centroid,local_unit_confirmed,Sidingba,TAPLEJUNG,Koshi,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Koshi,Taplejung,Sirijanga Rural Municipality,27.47568955,87.94909598,local_unit_shapefile_centroid,local_unit_review_variant,Sirijangha,TAPLEJUNG,Koshi,local_unit_fuzzy_same_district,Resolved using local_unit shapefile centroid; UNFPA name retained; source name/renaming variant should be reviewed.
Koshi,Taplejung,Yangwarak Rural Municipality,27.29994747,87.74410517,palika_center_fallback,confirmed,Yangwarak,PANCHTHAR,Koshi,local_unit_global_name_district_mismatch,No reliable local_unit match; retained previous palika_center coordinate. Review only if GIS-grade precision is required.
Koshi,Terhathum,Aatharai Rural Municipality,27.21395988,87.66369540,local_unit_shapefile_centroid,local_unit_review_variant,Aathrai,TERHATHUM,Koshi,local_unit_fuzzy_same_district,Resolved using local_unit shapefile centroid; UNFPA name retained; source name/renaming variant should be reviewed.
Koshi,Terhathum,Chhathar Rural Municipality,27.04003527,87.48163218,local_unit_shapefile_centroid,local_unit_confirmed,Chhathar,TERHATHUM,Koshi,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Koshi,Terhathum,Laligurans Municipality,27.12764444,87.45064634,local_unit_shapefile_centroid,local_unit_confirmed,Laligurans,TERHATHUM,Koshi,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Koshi,Terhathum,Menchhayayem Rural Municipality,27.24389061,87.52342892,local_unit_shapefile_centroid,local_unit_review_variant,Menchayam,TERHATHUM,Koshi,local_unit_fuzzy_same_district,Resolved using local_unit shapefile centroid; UNFPA name retained; source name/renaming variant should be reviewed.
Koshi,Terhathum,Myanglung Municipality,27.13844648,87.52861468,local_unit_shapefile_centroid,local_unit_confirmed,Myanglung,TERHATHUM,Koshi,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Koshi,Terhathum,Phedap Rural Municipality,27.18005485,87.58714703,local_unit_shapefile_centroid,local_unit_confirmed,Phedap,TERHATHUM,Koshi,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Koshi,Udayapur,Belaka Municipality,26.82421175,87.05257316,local_unit_shapefile_centroid,local_unit_confirmed,Belaka,UDAYAPUR,Koshi,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Koshi,Udayapur,Chaudandigadhi Municipality,26.80844030,86.88274657,local_unit_shapefile_centroid,local_unit_confirmed,Chaudandigadhi,UDAYAPUR,Koshi,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Koshi,Udayapur,Katari Municipality,26.99862068,86.38659913,local_unit_shapefile_centroid,local_unit_confirmed,Katari,UDAYAPUR,Koshi,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Koshi,Udayapur,Rautamai Rural Municipality,26.98174564,86.67362675,local_unit_shapefile_centroid,local_unit_confirmed,Rautamai,UDAYAPUR,Koshi,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Koshi,Udayapur,Sunkoshi Rural Municipality,27.08688180,86.64335419,local_unit_shapefile_centroid,local_unit_confirmed,Sunkoshi,UDAYAPUR,Koshi,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Koshi,Udayapur,Tapli Rural Municipality,27.07811947,86.54538551,local_unit_shapefile_centroid,local_unit_confirmed,Tapli,UDAYAPUR,Koshi,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Koshi,Udayapur,Triyuga Municipality,26.80662053,86.69335092,local_unit_shapefile_centroid,local_unit_confirmed,Triyuga,UDAYAPUR,Koshi,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Koshi,Udayapur,Udayapurgadhi Rural Municipality,26.93744043,86.53893602,local_unit_shapefile_centroid,local_unit_confirmed,Udayapurgadhi,UDAYAPUR,Koshi,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Madhesh,Bara,Aadarsha Kotwal Rural Municipality,26.94455240,85.14416502,local_unit_shapefile_centroid,local_unit_review_variant,Adarshkotwal,BARA,Madhesh,local_unit_fuzzy_same_district,Resolved using local_unit shapefile centroid; UNFPA name retained; source name/renaming variant should be reviewed.
Madhesh,Bara,Baragadi Rural Municipality,26.99623858,85.13838595,local_unit_shapefile_centroid,local_unit_review_variant,Baragadhi,BARA,Madhesh,local_unit_fuzzy_same_district,Resolved using local_unit shapefile centroid; UNFPA name retained; source name/renaming variant should be reviewed.
Madhesh,Bara,Bishrampur Rural Municipality,26.98721843,84.91011504,local_unit_shapefile_centroid,local_unit_confirmed,Bishrampur,BARA,Madhesh,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Madhesh,Bara,Devtal Rural Municipality,26.94343725,85.00693402,local_unit_shapefile_centroid,local_unit_confirmed,Devtal,BARA,Madhesh,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Madhesh,Bara,Jeetpursimara Sub Metropolitan City,27.20029491,85.01067276,local_unit_shapefile_centroid,local_unit_review_variant,Jitpur Simara,BARA,Madhesh,local_unit_fuzzy_same_district,Resolved using local_unit shapefile centroid; UNFPA name retained; source name/renaming variant should be reviewed.
Madhesh,Bara,Kalaiya Sub Metropolitan City,27.02863930,85.01156681,local_unit_shapefile_centroid,local_unit_confirmed,Kalaiya,BARA,Madhesh,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Madhesh,Bara,Karaiyamai Rural Municipality,27.03663532,85.09859147,local_unit_shapefile_centroid,local_unit_confirmed,Karaiyamai,BARA,Madhesh,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Madhesh,Bara,Kolhabi Municipality,27.10389231,85.14771585,local_unit_shapefile_centroid,local_unit_confirmed,Kolhabi,BARA,Madhesh,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Madhesh,Bara,Mahagadhimai Municipality,26.98219048,85.06002523,local_unit_shapefile_centroid,local_unit_confirmed,Mahagadhimai,BARA,Madhesh,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Madhesh,Bara,Nijgadh Municipality,27.23403703,85.13960132,local_unit_shapefile_centroid,local_unit_confirmed,Nijgadh,BARA,Madhesh,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Madhesh,Bara,Pachrauta Piparpati Municipality,26.89563509,85.07745461,local_unit_shapefile_centroid,local_unit_review_variant,Pacharauta,BARA,Madhesh,local_unit_alias_renamed_or_variant,Resolved using local_unit shapefile centroid; UNFPA name retained; source name/renaming variant should be reviewed.
Madhesh,Bara,Parwanipur Rural Municipality,27.05606570,84.93340932,local_unit_shapefile_centroid,local_unit_confirmed,Parwanipur,BARA,Madhesh,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Madhesh,Bara,Pheta Rural Municipality,26.99994884,84.94555974,local_unit_shapefile_centroid,local_unit_confirmed,Pheta,BARA,Madhesh,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Madhesh,Bara,Prasauni Rural Municipality,27.04704967,84.95506808,local_unit_shapefile_centroid,local_unit_confirmed,Prasauni,BARA,Madhesh,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Madhesh,Bara,Simroungadh Municipality,26.89575974,85.13774294,local_unit_shapefile_centroid,local_unit_review_variant,Simraungadh,BARA,Madhesh,local_unit_fuzzy_same_district,Resolved using local_unit shapefile centroid; UNFPA name retained; source name/renaming variant should be reviewed.
Madhesh,Bara,Subarna Rural Municipality,26.91817499,85.04154967,local_unit_shapefile_centroid,local_unit_review_variant,Suwarna,BARA,Madhesh,local_unit_fuzzy_same_district,Resolved using local_unit shapefile centroid; UNFPA name retained; source name/renaming variant should be reviewed.
Madhesh,Dhanusha,Aurahi Rural Municipality,26.71148999,86.01808265,local_unit_shapefile_centroid,local_unit_review_variant,Aaurahi,DHANUSHA,Madhesh,local_unit_fuzzy_same_district,Resolved using local_unit shapefile centroid; UNFPA name retained; source name/renaming variant should be reviewed.
Madhesh,Dhanusha,Bateswor Rural Municipality,26.88477982,85.92512380,local_unit_shapefile_centroid,local_unit_review_variant,Bateshwor,DHANUSHA,Madhesh,local_unit_fuzzy_same_district,Resolved using local_unit shapefile centroid; UNFPA name retained; source name/renaming variant should be reviewed.
Madhesh,Dhanusha,Bideha Municipality,26.67865043,86.06276516,local_unit_shapefile_centroid,local_unit_confirmed,Bideha,DHANUSHA,Madhesh,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Madhesh,Dhanusha,Dhanauji Rural Municipality,26.67697282,85.98559902,local_unit_shapefile_centroid,local_unit_confirmed,Dhanauji,DHANUSHA,Madhesh,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Madhesh,Dhanusha,Dhanusadham Municipality,26.87390361,86.04546802,local_unit_shapefile_centroid,local_unit_confirmed,Dhanusadham,DHANUSHA,Madhesh,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Madhesh,Dhanusha,Ganeshman Charnath Municipality,26.93900048,86.12572320,local_unit_shapefile_centroid,local_unit_confirmed,Ganeshman Charnath,DHANUSHA,Madhesh,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Madhesh,Dhanusha,Hanspur Municipality,26.75771430,86.02992116,local_unit_shapefile_centroid,local_unit_review_variant,Hansapur,DHANUSHA,Madhesh,local_unit_fuzzy_same_district,Resolved using local_unit shapefile centroid; UNFPA name retained; source name/renaming variant should be reviewed.
Madhesh,Dhanusha,Janaknandini Rural Municipality,26.64430586,86.13613192,local_unit_shapefile_centroid,local_unit_review_variant,Janaknandani,DHANUSHA,Madhesh,local_unit_fuzzy_same_district,Resolved using local_unit shapefile centroid; UNFPA name retained; source name/renaming variant should be reviewed.
Madhesh,Dhanusha,Janakpurdham Sub Metropolitan City,26.72541574,85.93668594,local_unit_shapefile_centroid,local_unit_review_variant,Janakpur,DHANUSHA,Madhesh,local_unit_fuzzy_same_district,Resolved using local_unit shapefile centroid; UNFPA name retained; source name/renaming variant should be reviewed.
Madhesh,Dhanusha,Kamala Municipality,26.69924593,86.15831190,local_unit_shapefile_centroid,local_unit_confirmed,Kamala,DHANUSHA,Madhesh,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Madhesh,Dhanusha,Kshireshwarnath Municipality,26.84623334,85.97574597,local_unit_shapefile_centroid,local_unit_confirmed,Chhireshwornath,DHANUSHA,Madhesh,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Madhesh,Dhanusha,Laxminiya Rural Municipality,26.79787626,85.93655481,local_unit_shapefile_centroid,local_unit_review_variant,Lakshminiya,DHANUSHA,Madhesh,local_unit_fuzzy_same_district,Resolved using local_unit shapefile centroid; UNFPA name retained; source name/renaming variant should be reviewed.
Madhesh,Dhanusha,Mithila Bihari Municipality,26.79716240,86.00346336,local_unit_shapefile_centroid,local_unit_confirmed,Mithila Bihari,DHANUSHA,Madhesh,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Madhesh,Dhanusha,Mithila Municipality,26.97876382,85.96714691,local_unit_shapefile_centroid,local_unit_confirmed,Mithila,DHANUSHA,Madhesh,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Madhesh,Dhanusha,Mukhiyapatti Musaharniya Rural Municipality,26.60392545,85.88087429,local_unit_shapefile_centroid,local_unit_review_variant,Mukhiyapatti Musarmiya,DHANUSHA,Madhesh,local_unit_fuzzy_same_district,Resolved using local_unit shapefile centroid; UNFPA name retained; source name/renaming variant should be reviewed.
Madhesh,Dhanusha,Nagarain Municipality,26.64406158,85.92693011,local_unit_shapefile_centroid,local_unit_confirmed,Nagarain,DHANUSHA,Madhesh,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Madhesh,Dhanusha,Sabaila Municipality,26.79844619,86.10463417,local_unit_shapefile_centroid,local_unit_confirmed,Sabaila,DHANUSHA,Madhesh,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Madhesh,Dhanusha,Sahidnagar Municipality,26.73472008,86.10917400,local_unit_shapefile_centroid,local_unit_confirmed,Sahidnagar,DHANUSHA,Madhesh,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Madhesh,Mahottari,Aurahi Municipality,26.86562275,85.80303991,local_unit_shapefile_centroid,local_unit_confirmed,Aurahi,MAHOTTARI,Madhesh,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Madhesh,Mahottari,Balwa Municipality,26.76818617,85.82177741,local_unit_shapefile_centroid,local_unit_confirmed,Balwa,MAHOTTARI,Madhesh,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Madhesh,Mahottari,Bardibas Municipality,27.03573386,85.85764886,local_unit_shapefile_centroid,local_unit_confirmed,Bardibas,MAHOTTARI,Madhesh,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Madhesh,Mahottari,Bhangaha Municipality,26.84908380,85.87443971,local_unit_shapefile_centroid,local_unit_confirmed,Bhangaha,MAHOTTARI,Madhesh,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Madhesh,Mahottari,Ekdara Rural Municipality,26.68710581,85.76731460,local_unit_shapefile_centroid,local_unit_review_variant,Ekdanra,MAHOTTARI,Madhesh,local_unit_fuzzy_same_district,Resolved using local_unit shapefile centroid; UNFPA name retained; source name/renaming variant should be reviewed.
